罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田２丁目,2019/1/10,12,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田２丁目,2019/2/7,8,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田２丁目,2019/2/24,21,一戸建住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田２丁目,2019/7/17,11,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田２丁目,2019/9/14,8,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田２丁目,2019/11/13,20,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田２丁目,2019/12/4,9,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,東三田３丁目,2019/11/18,21,４階建て以上共同住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形１丁目,2019/6/3,23,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形４丁目,2019/1/19,22,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形４丁目,2019/2/24,21,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形４丁目,2019/8/30,18,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形４丁目,2019/9/7,8,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/1/27,12,４階建て以上共同住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/3/24,14,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/5/17,8,その他,10歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/6/27,5,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/7/15,2,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/7/19,15,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/9/5,9,その他,10歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形５丁目,2019/11/28,8,４階建て以上共同住宅,40歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,枡形６丁目,2019/6/15,13,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,三田１丁目,2018/12/25,10,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,三田１丁目,2019/5/5,10,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,三田１丁目,2019/6/5,6,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,三田１丁目,2019/6/30,6,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,三田１丁目,2019/7/23,7,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,三田３丁目,2019/10/8,20,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,生田,141356,神奈川県,川崎市多摩区,三田５丁目,2019/8/24,19,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,寺尾台１丁目,2019/5/16,11,４階建て以上共同住宅,65-69歳,その他,施錠せず
窃盗,自転車盗,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,寺尾台１丁目,2019/9/3,20,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,寺尾台１丁目,2019/11/5,13,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠せず
窃盗,自転車盗,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,西生田１丁目,2019/12/4,21,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,西生田３丁目,2019/3/26,18,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,長沢,141356,神奈川県,川崎市多摩区,生田７丁目,2019/12/7,16,４階建て以上共同住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,多摩,長沢,141356,神奈川県,川崎市多摩区,南生田４丁目,2019/12/19,8,その他の住宅（３階建て以下共同住宅等）,10歳未満,小学生,施錠せず
窃盗,自転車盗,多摩,長沢,141356,神奈川県,川崎市多摩区,南生田７丁目,2019/5/31,21,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠せず
窃盗,自転車盗,多摩,長沢,141356,神奈川県,川崎市多摩区,南生田７丁目,2019/9/19,22,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,堰,141356,神奈川県,川崎市多摩区,,2019/10/27,14,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,多摩,堰,141356,神奈川県,川崎市多摩区,宿河原６丁目,2019/9/8,18,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,堰,141356,神奈川県,川崎市多摩区,宿河原６丁目,2019/12/6,22,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,堰,141356,神奈川県,川崎市多摩区,宿河原７丁目,2019/12/19,9,その他,40歳代,その他,施錠せず
窃盗,自転車盗,多摩,堰,141356,神奈川県,川崎市多摩区,堰２丁目,2019/5/3,20,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,多摩,菅星ヶ丘,141356,神奈川県,川崎市多摩区,菅城下,2019/6/2,18,一戸建住宅,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,菅星ヶ丘,141356,神奈川県,川崎市多摩区,菅城下,2019/12/5,23,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,多摩,菅星ヶ丘,141356,神奈川県,川崎市多摩区,菅馬場１丁目,2019/2/22,17,４階建て以上共同住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,多摩,菅星ヶ丘,141356,神奈川県,川崎市多摩区,菅馬場３丁目,2019/5/8,18,その他の住宅（３階建て以下共同住宅等）,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,大宮町,2019/10/27,18,道路上,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,中幸町３丁目,2019/6/2,18,４階建て以上共同住宅,10歳未満,小学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,中幸町４丁目,2019/5/4,12,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,中幸町４丁目,2019/6/3,13,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,中幸町４丁目,2019/8/25,23,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,中幸町４丁目,2019/9/18,22,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/3/19,16,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/5/23,11,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/6/7,10,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/7/20,15,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/8/2,10,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/8/30,16,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/9/13,20,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/9/16,23,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/9/17,21,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/10/2,9,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/11/3,21,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/11/21,15,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,堀川町,2019/12/15,13,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,南幸町２丁目,2019/3/1,7,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,南幸町２丁目,2019/5/6,15,４階建て以上共同住宅,50歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,南幸町３丁目,2019/7/30,12,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,南幸町３丁目,2019/8/11,10,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,南幸町３丁目,2019/9/7,21,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,南幸町３丁目,2019/10/4,19,道路上,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,川崎駅西口,141321,神奈川県,川崎市幸区,柳町,2019/8/16,0,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,幸町１丁目,2019/4/18,8,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,幸町２丁目,2019/4/11,21,一戸建住宅,50歳代,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,幸町３丁目,2019/2/23,16,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,中幸町２丁目,2019/11/30,19,一戸建住宅,60-64歳,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,堀川町,2019/8/5,3,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,南幸町１丁目,2019/8/31,22,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,都町,2018/10/9,17,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,幸,幸町,141321,神奈川県,川崎市幸区,都町,2019/9/2,18,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越１丁目,2019/4/29,19,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越２丁目,2019/4/3,21,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越２丁目,2019/5/9,12,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越２丁目,2019/8/1,20,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越２丁目,2019/9/21,0,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越２丁目,2019/9/21,0,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越２丁目,2019/10/16,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,塚越３丁目,2018/12/26,21,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,戸手本町２丁目,2019/1/23,20,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,戸手本町２丁目,2019/5/23,17,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,戸手本町２丁目,2019/9/2,22,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠せず
窃盗,自転車盗,幸,塚越,141321,神奈川県,川崎市幸区,戸手本町２丁目,2019/9/13,19,一戸建住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向西町２丁目,2019/7/21,22,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向西町４丁目,2019/6/10,21,４階建て以上共同住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向西町４丁目,2019/9/2,15,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向町,2019/1/21,19,その他の住宅（３階建て以下共同住宅等）,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向町,2019/5/3,23,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向町,2019/5/18,2,４階建て以上共同住宅,10歳代,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向町,2019/9/10,15,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,紺屋町,2019/7/26,22,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,戸手２丁目,2019/4/6,18,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,戸手本町１丁目,2019/1/9,17,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,戸手本町１丁目,2019/4/12,11,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,戸手本町１丁目,2019/5/5,17,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,戸手本町１丁目,2019/5/21,19,一戸建住宅,65-69歳,その他,施錠せず
窃盗,自転車盗,幸,小向東芝町,141321,神奈川県,川崎市幸区,戸手本町１丁目,2019/9/25,17,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,幸,古市場,141321,神奈川県,川崎市幸区,東古市場,2019/5/15,13,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,古市場,141321,神奈川県,川崎市幸区,東古市場,2019/7/26,3,４階建て以上共同住宅,10歳代,その他,施錠せず
窃盗,自転車盗,幸,古市場,141321,神奈川県,川崎市幸区,古市場,2019/12/11,8,その他の住宅（３階建て以下共同住宅等）,50歳代,その他,施錠せず
窃盗,自転車盗,幸,古市場,141321,神奈川県,川崎市幸区,古市場１丁目,2019/5/11,23,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,古市場,141321,神奈川県,川崎市幸区,古市場１丁目,2019/7/1,16,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,幸,古市場,141321,神奈川県,川崎市幸区,古市場１丁目,2019/8/8,22,一戸建住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,古市場,141321,神奈川県,川崎市幸区,古市場２丁目,2019/12/8,22,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,下平間,2019/3/5,20,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,下平間,2019/4/14,23,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,下平間,2019/6/1,22,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,下平間,2019/9/12,18,４階建て以上共同住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,下平間,2019/9/17,15,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,古川町,2019/1/2,21,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,古川町,2019/9/13,16,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,下平間,141321,神奈川県,川崎市幸区,古川町,2019/9/15,21,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,北加瀬１丁目,2019/1/9,6,４階建て以上共同住宅,10歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,北加瀬１丁目,2019/2/6,17,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,北加瀬２丁目,2019/3/8,16,４階建て以上共同住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,北加瀬２丁目,2019/5/18,20,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,北加瀬３丁目,2019/6/29,20,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬２丁目,2019/4/6,21,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬２丁目,2019/10/2,0,一戸建住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬２丁目,2019/11/21,16,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬４丁目,不明,不明,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬４丁目,2018/12/12,20,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬４丁目,2019/10/24,17,４階建て以上共同住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/1/13,10,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/1/16,14,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/1/18,17,その他,40歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/7/6,12,４階建て以上共同住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/7/27,8,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/7/28,8,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/7/28,8,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/9/10,14,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/9/30,7,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/10/19,8,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/12/15,9,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,幸,北加瀬,141321,神奈川県,川崎市幸区,新川崎,2019/12/24,18,道路上,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬１丁目,2019/5/14,21,４階建て以上共同住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬１丁目,2019/8/8,18,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬３丁目,2019/1/14,18,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬３丁目,2019/7/9,17,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬３丁目,2019/8/25,15,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬４丁目,2019/3/1,19,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬４丁目,2019/5/2,14,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬４丁目,2019/6/13,17,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬４丁目,2019/6/26,14,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬４丁目,2019/9/12,19,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬４丁目,2019/11/5,13,その他,40歳代,その他,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉２丁目,2019/5/22,21,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉３丁目,2019/1/27,6,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉３丁目,2019/3/6,22,その他の住宅（３階建て以下共同住宅等）,10歳代,その他,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉４丁目,2019/10/5,12,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉４丁目,2019/11/14,16,一戸建住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉５丁目,2019/7/2,17,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉５丁目,2019/8/4,16,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉５丁目,2019/9/23,7,一戸建住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,小倉５丁目,2019/11/30,13,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,南加瀬３丁目,2019/9/10,8,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,南加瀬５丁目,2019/3/29,17,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,幸,南加瀬,141321,神奈川県,川崎市幸区,南加瀬５丁目,2019/9/7,13,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,鹿島田１丁目,2019/4/9,17,その他の住宅（３階建て以下共同住宅等）,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,鹿島田１丁目,2019/4/15,16,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,鹿島田１丁目,2019/5/8,10,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,鹿島田１丁目,2019/11/26,17,その他,40歳代,その他,施錠せず
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,新塚越,2019/6/20,18,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,新塚越,2019/8/18,1,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,東小倉,2019/7/14,19,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,遠藤町,2019/8/16,6,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,遠藤町,2019/12/12,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/5/5,21,駐車（輪）場,10歳代,高校生,施錠せず
